Birthday,Age Segment,Marital Status,Sex,Age Group,sid
1957,55-64 years,Separated,Female,*,852
1956,55-64 years,Divorced,Female,*,853
1955,55-64 years,Widowed,Female,*,854
1954,55-64 years,Never married,Female,*,855
1953,65-74 years,Married(a),Male,*,856
1952,65-74 years,Separated,Male,*,857
1951,65-74 years,Divorced,Male,*,858
1950,65-74 years,Widowed,Male,*,859
1949,65-74 years,Never married,Male,*,860
1948,65-74 years,Married(a),Female,*,861
1947,65-74 years,Separated,Female,*,862
1946,65-74 years,Divorced,Female,*,863
1945,65-74 years,Widowed,Female,*,864
1944,65-74 years,Never married,Female,*,865
1943,75-84 years,Married(a),Male,*,866
1942,75-84 years,Separated,Male,*,867
1941,75-84 years,Divorced,Male,*,868
1940,75-84 years,Widowed,Male,*,869
1939,75-84 years,Never married,Male,*,870
1938,75-84 years,Married(a),Female,*,871
1937,75-84 years,Separated,Female,*,872
1936,75-84 years,Divorced,Female,*,873
1935,75-84 years,Widowed,Female,*,874
1934,75-84 years,Never married,Female,*,875
1933,85 years and over,Married(a),Male,*,876
1933,85 years and over,Separated,Male,*,877
1932,85 years and over,Divorced,Male,*,878
1931,85 years and over,Widowed,Male,*,879
1930,85 years and over,Never married,Male,*,880
1930,85 years and over,Married(a),Female,*,881
1930,85 years and over,Separated,Female,*,882
1929,85 years and over,Divorced,Female,*,883
1929,85 years and over,Widowed,Female,*,884
1928,85 years and over,Never married,Female,*,885
*,*,*,*,Young,886
*,*,*,*,Middle Age,887
*,*,*,*,Old,888
2003,*,*,*,Young,889
2002,*,*,*,Young,890
2001,*,*,*,Young,891
2000,*,*,*,Young,892
1999,*,*,*,Young,893
1998,*,*,*,Young,894
1997,*,*,*,Young,895
1996,*,*,*,Young,896
1995,*,*,*,Young,897
1994,*,*,*,Young,898
1993,*,*,*,Young,899
1992,*,*,*,Young,900
1991,*,*,*,Young,901
1990,*,*,*,Young,902
1989,*,*,*,Young,903
1988,*,*,*,Young,904
1987,*,*,*,Young,905
1986,*,*,*,Young,906
1985,*,*,*,Young,907
1984,*,*,*,Young,908
1983,*,*,*,Middle Age,909
1982,*,*,*,Middle Age,910
1981,*,*,*,Middle Age,911
1980,*,*,*,Middle Age,912
1979,*,*,*,Middle Age,913
1978,*,*,*,Middle Age,914
1977,*,*,*,Middle Age,915
1976,*,*,*,Middle Age,916
1975,*,*,*,Middle Age,917
1974,*,*,*,Middle Age,918
1973,*,*,*,Middle Age,919
1972,*,*,*,Middle Age,920
1971,*,*,*,Middle Age,921
1970,*,*,*,Middle Age,922
1969,*,*,*,Middle Age,923
1968,*,*,*,Middle Age,924
1967,*,*,*,Middle Age,925
1966,*,*,*,Middle Age,926
1965,*,*,*,Middle Age,927
1964,*,*,*,Middle Age,928
1963,*,*,*,Middle Age,929
1962,*,*,*,Middle Age,930
1961,*,*,*,Middle Age,931
1960,*,*,*,Middle Age,932
1959,*,*,*,Middle Age,933
1958,*,*,*,Middle Age,934
1957,*,*,*,Middle Age,935
1956,*,*,*,Middle Age,936
1955,*,*,*,Middle Age,937
1954,*,*,*,Middle Age,938
1953,*,*,*,Old,939
1952,*,*,*,Old,940
1951,*,*,*,Old,941
1950,*,*,*,Old,942
1949,*,*,*,Old,943
1948,*,*,*,Old,944
1947,*,*,*,Old,945
1946,*,*,*,Old,946
1945,*,*,*,Old,947
1944,*,*,*,Old,948
1943,*,*,*,Old,949
1942,*,*,*,Old,950
1941,*,*,*,Old,951
1940,*,*,*,Old,952
1939,*,*,*,Old,953
1938,*,*,*,Old,954
1937,*,*,*,Old,955
1936,*,*,*,Old,956
1935,*,*,*,Old,957
1934,*,*,*,Old,958
1933,*,*,*,Old,959
1932,*,*,*,Old,960
1931,*,*,*,Old,961
1930,*,*,*,Old,962
1929,*,*,*,Old,963
1928,*,*,*,Old,964
*,15-19 years,*,*,Young,965
*,20-24 years,*,*,Young,966
*,25-34 years,*,*,Young,967
*,35-44 years,*,*,Middle Age,968
*,45-54 years,*,*,Middle Age,969
*,55-64 years,*,*,Middle Age,970
*,65-74 years,*,*,Old,971
*,75-84 years,*,*,Old,972
*,85 years and over,*,*,Old,973
2003,15-19 years,*,*,Young,974
2002,15-19 years,*,*,Young,975
2001,15-19 years,*,*,Young,976
2000,15-19 years,*,*,Young,977
1999,15-19 years,*,*,Young,978
1998,20-24 years,*,*,Young,979
1997,20-24 years,*,*,Young,980
1996,20-24 years,*,*,Young,981
1995,20-24 years,*,*,Young,982
1994,20-24 years,*,*,Young,983
1993,25-34 years,*,*,Young,984
1992,25-34 years,*,*,Young,985
1991,25-34 years,*,*,Young,986
1990,25-34 years,*,*,Young,987
1989,25-34 years,*,*,Young,988
1988,25-34 years,*,*,Young,989
1987,25-34 years,*,*,Young,990
1986,25-34 years,*,*,Young,991
1985,25-34 years,*,*,Young,992
1984,25-34 years,*,*,Young,993
1983,35-44 years,*,*,Middle Age,994
1982,35-44 years,*,*,Middle Age,995
1981,35-44 years,*,*,Middle Age,996
1980,35-44 years,*,*,Middle Age,997
1979,35-44 years,*,*,Middle Age,998
1978,35-44 years,*,*,Middle Age,999
1977,35-44 years,*,*,Middle Age,1000
1976,35-44 years,*,*,Middle Age,1001
1975,35-44 years,*,*,Middle Age,1002
1974,35-44 years,*,*,Middle Age,1003
1973,45-54 years,*,*,Middle Age,1004
1972,45-54 years,*,*,Middle Age,1005
1971,45-54 years,*,*,Middle Age,1006
1970,45-54 years,*,*,Middle Age,1007
1969,45-54 years,*,*,Middle Age,1008
1968,45-54 years,*,*,Middle Age,1009
1967,45-54 years,*,*,Middle Age,1010
1966,45-54 years,*,*,Middle Age,1011
1965,45-54 years,*,*,Middle Age,1012
1964,45-54 years,*,*,Middle Age,1013
1963,55-64 years,*,*,Middle Age,1014
1962,55-64 years,*,*,Middle Age,1015
1961,55-64 years,*,*,Middle Age,1016
1960,55-64 years,*,*,Middle Age,1017
1959,55-64 years,*,*,Middle Age,1018
1958,55-64 years,*,*,Middle Age,1019
1957,55-64 years,*,*,Middle Age,1020
1956,55-64 years,*,*,Middle Age,1021
1955,55-64 years,*,*,Middle Age,1022
1954,55-64 years,*,*,Middle Age,1023
1953,65-74 years,*,*,Old,1024
1952,65-74 years,*,*,Old,1025
1951,65-74 years,*,*,Old,1026
1950,65-74 years,*,*,Old,1027
1949,65-74 years,*,*,Old,1028
1948,65-74 years,*,*,Old,1029
1947,65-74 years,*,*,Old,1030
1946,65-74 years,*,*,Old,1031
1945,65-74 years,*,*,Old,1032
1944,65-74 years,*,*,Old,1033
1943,75-84 years,*,*,Old,1034
1942,75-84 years,*,*,Old,1035
1941,75-84 years,*,*,Old,1036
1940,75-84 years,*,*,Old,1037
1939,75-84 years,*,*,Old,1038
1938,75-84 years,*,*,Old,1039
1937,75-84 years,*,*,Old,1040
1936,75-84 years,*,*,Old,1041
1935,75-84 years,*,*,Old,1042
1934,75-84 years,*,*,Old,1043
1933,85 years and over,*,*,Old,1044
1932,85 years and over,*,*,Old,1045
1931,85 years and over,*,*,Old,1046
1930,85 years and over,*,*,Old,1047
1929,85 years and over,*,*,Old,1048
1928,85 years and over,*,*,Old,1049
*,*,Married(a),*,Young,1050
*,*,Separated,*,Young,1051
*,*,Divorced,*,Young,1052
*,*,Widowed,*,Young,1053
*,*,Never married,*,Young,1054
*,*,Married(a),*,Middle Age,1055
*,*,Separated,*,Middle Age,1056
*,*,Divorced,*,Middle Age,1057
*,*,Widowed,*,Middle Age,1058
*,*,Never married,*,Middle Age,1059
*,*,Married(a),*,Old,1060
*,*,Separated,*,Old,1061
*,*,Divorced,*,Old,1062
*,*,Widowed,*,Old,1063
*,*,Never married,*,Old,1064
2003,*,Married(a),*,Young,1065
2003,*,Separated,*,Young,1066
2002,*,Divorced,*,Young,1067
2002,*,Widowed,*,Young,1068
2001,*,Never married,*,Young,1069
2001,*,Married(a),*,Young,1070
2000,*,Separated,*,Young,1071
2000,*,Divorced,*,Young,1072
1999,*,Widowed,*,Young,1073
1999,*,Never married,*,Young,1074
1998,*,Married(a),*,Young,1075
1998,*,Separated,*,Young,1076
1997,*,Divorced,*,Young,1077
1997,*,Widowed,*,Young,1078
1996,*,Never married,*,Young,1079
1996,*,Married(a),*,Young,1080
1995,*,Separated,*,Young,1081
1995,*,Divorced,*,Young,1082
1994,*,Widowed,*,Young,1083
1994,*,Never married,*,Young,1084
1993,*,Married(a),*,Young,1085
1992,*,Separated,*,Young,1086
1991,*,Divorced,*,Young,1087
1990,*,Widowed,*,Young,1088
1989,*,Never married,*,Young,1089
1988,*,Married(a),*,Young,1090
1987,*,Separated,*,Young,1091
1986,*,Divorced,*,Young,1092
1985,*,Widowed,*,Young,1093
1984,*,Never married,*,Young,1094
1983,*,Married(a),*,Middle Age,1095
1982,*,Separated,*,Middle Age,1096
1981,*,Divorced,*,Middle Age,1097
1980,*,Widowed,*,Middle Age,1098
1979,*,Never married,*,Middle Age,1099
1978,*,Married(a),*,Middle Age,1100
1977,*,Separated,*,Middle Age,1101
1976,*,Divorced,*,Middle Age,1102
1975,*,Widowed,*,Middle Age,1103
1974,*,Never married,*,Middle Age,1104
1973,*,Married(a),*,Middle Age,1105
1972,*,Separated,*,Middle Age,1106
1971,*,Divorced,*,Middle Age,1107
1970,*,Widowed,*,Middle Age,1108
1969,*,Never married,*,Middle Age,1109
1968,*,Married(a),*,Middle Age,1110
1967,*,Separated,*,Middle Age,1111
1966,*,Divorced,*,Middle Age,1112
1965,*,Widowed,*,Middle Age,1113
1964,*,Never married,*,Middle Age,1114
1963,*,Married(a),*,Middle Age,1115
1962,*,Separated,*,Middle Age,1116
1961,*,Divorced,*,Middle Age,1117
1960,*,Widowed,*,Middle Age,1118
1959,*,Never married,*,Middle Age,1119
1958,*,Married(a),*,Middle Age,1120
1957,*,Separated,*,Middle Age,1121
1956,*,Divorced,*,Middle Age,1122
1955,*,Widowed,*,Middle Age,1123
1954,*,Never married,*,Middle Age,1124
1953,*,Married(a),*,Old,1125
1952,*,Separated,*,Old,1126
1951,*,Divorced,*,Old,1127
1950,*,Widowed,*,Old,1128
1949,*,Never married,*,Old,1129
1948,*,Married(a),*,Old,1130
1947,*,Separated,*,Old,1131
1946,*,Divorced,*,Old,1132
1945,*,Widowed,*,Old,1133
1944,*,Never married,*,Old,1134
1943,*,Married(a),*,Old,1135
1942,*,Separated,*,Old,1136
1941,*,Divorced,*,Old,1137
1940,*,Widowed,*,Old,1138
1939,*,Never married,*,Old,1139
1938,*,Married(a),*,Old,1140
1937,*,Separated,*,Old,1141
1936,*,Divorced,*,Old,1142
1935,*,Widowed,*,Old,1143
1934,*,Never married,*,Old,1144
1933,*,Married(a),*,Old,1145
1933,*,Separated,*,Old,1146
1932,*,Divorced,*,Old,1147
1931,*,Widowed,*,Old,1148
1930,*,Never married,*,Old,1149
1930,*,Married(a),*,Old,1150
1930,*,Separated,*,Old,1151
1929,*,Divorced,*,Old,1152
1929,*,Widowed,*,Old,1153
1928,*,Never married,*,Old,1154
*,15-19 years,Married(a),*,Young,1155
*,15-19 years,Separated,*,Young,1156
*,15-19 years,Divorced,*,Young,1157
*,15-19 years,Widowed,*,Young,1158
*,15-19 years,Never married,*,Young,1159
*,20-24 years,Married(a),*,Young,1160
*,20-24 years,Separated,*,Young,1161
*,20-24 years,Divorced,*,Young,1162
*,20-24 years,Widowed,*,Young,1163
*,20-24 years,Never married,*,Young,1164
*,25-34 years,Married(a),*,Young,1165
*,25-34 years,Separated,*,Young,1166
*,25-34 years,Divorced,*,Young,1167
*,25-34 years,Widowed,*,Young,1168
*,25-34 years,Never married,*,Young,1169
*,35-44 years,Married(a),*,Middle Age,1170
*,35-44 years,Separated,*,Middle Age,1171
*,35-44 years,Divorced,*,Middle Age,1172
*,35-44 years,Widowed,*,Middle Age,1173
*,35-44 years,Never married,*,Middle Age,1174
*,45-54 years,Married(a),*,Middle Age,1175
*,45-54 years,Separated,*,Middle Age,1176
*,45-54 years,Divorced,*,Middle Age,1177
*,45-54 years,Widowed,*,Middle Age,1178
*,45-54 years,Never married,*,Middle Age,1179
*,55-64 years,Married(a),*,Middle Age,1180
*,55-64 years,Separated,*,Middle Age,1181
*,55-64 years,Divorced,*,Middle Age,1182
*,55-64 years,Widowed,*,Middle Age,1183
*,55-64 years,Never married,*,Middle Age,1184
*,65-74 years,Married(a),*,Old,1185
*,65-74 years,Separated,*,Old,1186
*,65-74 years,Divorced,*,Old,1187
*,65-74 years,Widowed,*,Old,1188
*,65-74 years,Never married,*,Old,1189
*,75-84 years,Married(a),*,Old,1190
*,75-84 years,Separated,*,Old,1191
*,75-84 years,Divorced,*,Old,1192
*,75-84 years,Widowed,*,Old,1193
*,75-84 years,Never married,*,Old,1194
*,85 years and over,Married(a),*,Old,1195
*,85 years and over,Separated,*,Old,1196
*,85 years and over,Divorced,*,Old,1197
*,85 years and over,Widowed,*,Old,1198
*,85 years and over,Never married,*,Old,1199
2003,15-19 years,Married(a),*,Young,1200
2003,15-19 years,Separated,*,Young,1201
2002,15-19 years,Divorced,*,Young,1202
2002,15-19 years,Widowed,*,Young,1203
2001,15-19 years,Never married,*,Young,1204
2001,15-19 years,Married(a),*,Young,1205
2000,15-19 years,Separated,*,Young,1206
2000,15-19 years,Divorced,*,Young,1207
1999,15-19 years,Widowed,*,Young,1208
1999,15-19 years,Never married,*,Young,1209
1998,20-24 years,Married(a),*,Young,1210
1998,20-24 years,Separated,*,Young,1211
1997,20-24 years,Divorced,*,Young,1212
1997,20-24 years,Widowed,*,Young,1213
1996,20-24 years,Never married,*,Young,1214
1996,20-24 years,Married(a),*,Young,1215
1995,20-24 years,Separated,*,Young,1216
1995,20-24 years,Divorced,*,Young,1217
1994,20-24 years,Widowed,*,Young,1218
1994,20-24 years,Never married,*,Young,1219
1993,25-34 years,Married(a),*,Young,1220
1992,25-34 years,Separated,*,Young,1221
1991,25-34 years,Divorced,*,Young,1222
1990,25-34 years,Widowed,*,Young,1223
1989,25-34 years,Never married,*,Young,1224
1988,25-34 years,Married(a),*,Young,1225
1987,25-34 years,Separated,*,Young,1226
1986,25-34 years,Divorced,*,Young,1227
1985,25-34 years,Widowed,*,Young,1228
1984,25-34 years,Never married,*,Young,1229
1983,35-44 years,Married(a),*,Middle Age,1230
1982,35-44 years,Separated,*,Middle Age,1231
1981,35-44 years,Divorced,*,Middle Age,1232
1980,35-44 years,Widowed,*,Middle Age,1233
1979,35-44 years,Never married,*,Middle Age,1234
1978,35-44 years,Married(a),*,Middle Age,1235
1977,35-44 years,Separated,*,Middle Age,1236
1976,35-44 years,Divorced,*,Middle Age,1237
1975,35-44 years,Widowed,*,Middle Age,1238
1974,35-44 years,Never married,*,Middle Age,1239
1973,45-54 years,Married(a),*,Middle Age,1240
1972,45-54 years,Separated,*,Middle Age,1241
1971,45-54 years,Divorced,*,Middle Age,1242
1970,45-54 years,Widowed,*,Middle Age,1243
1969,45-54 years,Never married,*,Middle Age,1244
1968,45-54 years,Married(a),*,Middle Age,1245
1967,45-54 years,Separated,*,Middle Age,1246
1966,45-54 years,Divorced,*,Middle Age,1247
1965,45-54 years,Widowed,*,Middle Age,1248
1964,45-54 years,Never married,*,Middle Age,1249
1963,55-64 years,Married(a),*,Middle Age,1250
1962,55-64 years,Separated,*,Middle Age,1251
1961,55-64 years,Divorced,*,Middle Age,1252
1960,55-64 years,Widowed,*,Middle Age,1253
1959,55-64 years,Never married,*,Middle Age,1254
1958,55-64 years,Married(a),*,Middle Age,1255
1957,55-64 years,Separated,*,Middle Age,1256
1956,55-64 years,Divorced,*,Middle Age,1257
1955,55-64 years,Widowed,*,Middle Age,1258
1954,55-64 years,Never married,*,Middle Age,1259
1953,65-74 years,Married(a),*,Old,1260
1952,65-74 years,Separated,*,Old,1261
1951,65-74 years,Divorced,*,Old,1262
1950,65-74 years,Widowed,*,Old,1263
1949,65-74 years,Never married,*,Old,1264
1948,65-74 years,Married(a),*,Old,1265
1947,65-74 years,Separated,*,Old,1266
1946,65-74 years,Divorced,*,Old,1267
1945,65-74 years,Widowed,*,Old,1268
1944,65-74 years,Never married,*,Old,1269
1943,75-84 years,Married(a),*,Old,1270
1942,75-84 years,Separated,*,Old,1271
1941,75-84 years,Divorced,*,Old,1272
1940,75-84 years,Widowed,*,Old,1273
1939,75-84 years,Never married,*,Old,1274
1938,75-84 years,Married(a),*,Old,1275
1937,75-84 years,Separated,*,Old,1276
1936,75-84 years,Divorced,*,Old,1277
1935,75-84 years,Widowed,*,Old,1278
1934,75-84 years,Never married,*,Old,1279
1933,85 years and over,Married(a),*,Old,1280
1933,85 years and over,Separated,*,Old,1281
1932,85 years and over,Divorced,*,Old,1282
1931,85 years and over,Widowed,*,Old,1283
1930,85 years and over,Never married,*,Old,1284
1930,85 years and over,Married(a),*,Old,1285
1930,85 years and over,Separated,*,Old,1286
1929,85 years and over,Divorced,*,Old,1287
1929,85 years and over,Widowed,*,Old,1288
1928,85 years and over,Never married,*,Old,1289
*,*,*,Male,Young,1290
*,*,*,Female,Young,1291
*,*,*,Male,Middle Age,1292
*,*,*,Female,Middle Age,1293
*,*,*,Male,Old,1294
*,*,*,Female,Old,1295
2003,*,*,Male,Young,1296
2002,*,*,Male,Young,1297
2001,*,*,Male,Young,1298
2001,*,*,Female,Young,1299
2000,*,*,Female,Young,1300
1999,*,*,Female,Young,1301
1998,*,*,Male,Young,1302
1997,*,*,Male,Young,1303
1996,*,*,Male,Young,1304
1996,*,*,Female,Young,1305
1995,*,*,Female,Young,1306
1994,*,*,Female,Young,1307
1993,*,*,Male,Young,1308
1992,*,*,Male,Young,1309
1991,*,*,Male,Young,1310
1990,*,*,Male,Young,1311
1989,*,*,Male,Young,1312
1988,*,*,Female,Young,1313
1987,*,*,Female,Young,1314
1986,*,*,Female,Young,1315
1985,*,*,Female,Young,1316
1984,*,*,Female,Young,1317
1983,*,*,Male,Middle Age,1318
1982,*,*,Male,Middle Age,1319
1981,*,*,Male,Middle Age,1320
1980,*,*,Male,Middle Age,1321
1979,*,*,Male,Middle Age,1322
1978,*,*,Female,Middle Age,1323
1977,*,*,Female,Middle Age,1324
1976,*,*,Female,Middle Age,1325
1975,*,*,Female,Middle Age,1326
1974,*,*,Female,Middle Age,1327
1973,*,*,Male,Middle Age,1328
1972,*,*,Male,Middle Age,1329
1971,*,*,Male,Middle Age,1330
1970,*,*,Male,Middle Age,1331
1969,*,*,Male,Middle Age,1332
1968,*,*,Female,Middle Age,1333
1967,*,*,Female,Middle Age,1334
1966,*,*,Female,Middle Age,1335
1965,*,*,Female,Middle Age,1336
1964,*,*,Female,Middle Age,1337
1963,*,*,Male,Middle Age,1338
1962,*,*,Male,Middle Age,1339
1961,*,*,Male,Middle Age,1340
1960,*,*,Male,Middle Age,1341
1959,*,*,Male,Middle Age,1342
1958,*,*,Female,Middle Age,1343
1957,*,*,Female,Middle Age,1344
1956,*,*,Female,Middle Age,1345
1955,*,*,Female,Middle Age,1346
1954,*,*,Female,Middle Age,1347
1953,*,*,Male,Old,1348
1952,*,*,Male,Old,1349
1951,*,*,Male,Old,1350
1950,*,*,Male,Old,1351
1949,*,*,Male,Old,1352
1948,*,*,Female,Old,1353
1947,*,*,Female,Old,1354
1946,*,*,Female,Old,1355
1945,*,*,Female,Old,1356
1944,*,*,Female,Old,1357
1943,*,*,Male,Old,1358
1942,*,*,Male,Old,1359
1941,*,*,Male,Old,1360
1940,*,*,Male,Old,1361
1939,*,*,Male,Old,1362
1938,*,*,Female,Old,1363
1937,*,*,Female,Old,1364
1936,*,*,Female,Old,1365
1935,*,*,Female,Old,1366
1934,*,*,Female,Old,1367
1933,*,*,Male,Old,1368
1932,*,*,Male,Old,1369
1931,*,*,Male,Old,1370
1930,*,*,Male,Old,1371
1930,*,*,Female,Old,1372
1929,*,*,Female,Old,1373
1928,*,*,Female,Old,1374
*,15-19 years,*,Male,Young,1375
*,15-19 years,*,Female,Young,1376
*,20-24 years,*,Male,Young,1377
*,20-24 years,*,Female,Young,1378
*,25-34 years,*,Male,Young,1379
*,25-34 years,*,Female,Young,1380
*,35-44 years,*,Male,Middle Age,1381
*,35-44 years,*,Female,Middle Age,1382
*,45-54 years,*,Male,Middle Age,1383
*,45-54 years,*,Female,Middle Age,1384
*,55-64 years,*,Male,Middle Age,1385
*,55-64 years,*,Female,Middle Age,1386
*,65-74 years,*,Male,Old,1387
*,65-74 years,*,Female,Old,1388
*,75-84 years,*,Male,Old,1389
*,75-84 years,*,Female,Old,1390
*,85 years and over,*,Male,Old,1391
*,85 years and over,*,Female,Old,1392
2003,15-19 years,*,Male,Young,1393
2002,15-19 years,*,Male,Young,1394
2001,15-19 years,*,Male,Young,1395
2001,15-19 years,*,Female,Young,1396
2000,15-19 years,*,Female,Young,1397
1999,15-19 years,*,Female,Young,1398
1998,20-24 years,*,Male,Young,1399
1997,20-24 years,*,Male,Young,1400
1996,20-24 years,*,Male,Young,1401
1996,20-24 years,*,Female,Young,1402
1995,20-24 years,*,Female,Young,1403
1994,20-24 years,*,Female,Young,1404
1993,25-34 years,*,Male,Young,1405
1992,25-34 years,*,Male,Young,1406
1991,25-34 years,*,Male,Young,1407
1990,25-34 years,*,Male,Young,1408
1989,25-34 years,*,Male,Young,1409
1988,25-34 years,*,Female,Young,1410
1987,25-34 years,*,Female,Young,1411
1986,25-34 years,*,Female,Young,1412
1985,25-34 years,*,Female,Young,1413
1984,25-34 years,*,Female,Young,1414
1983,35-44 years,*,Male,Middle Age,1415
1982,35-44 years,*,Male,Middle Age,1416
1981,35-44 years,*,Male,Middle Age,1417
1980,35-44 years,*,Male,Middle Age,1418
1979,35-44 years,*,Male,Middle Age,1419
1978,35-44 years,*,Female,Middle Age,1420
1977,35-44 years,*,Female,Middle Age,1421
1976,35-44 years,*,Female,Middle Age,1422
1975,35-44 years,*,Female,Middle Age,1423
1974,35-44 years,*,Female,Middle Age,1424
1973,45-54 years,*,Male,Middle Age,1425
1972,45-54 years,*,Male,Middle Age,1426
1971,45-54 years,*,Male,Middle Age,1427
1970,45-54 years,*,Male,Middle Age,1428
1969,45-54 years,*,Male,Middle Age,1429
1968,45-54 years,*,Female,Middle Age,1430
1967,45-54 years,*,Female,Middle Age,1431
1966,45-54 years,*,Female,Middle Age,1432
1965,45-54 years,*,Female,Middle Age,1433
1964,45-54 years,*,Female,Middle Age,1434
1963,55-64 years,*,Male,Middle Age,1435
1962,55-64 years,*,Male,Middle Age,1436
1961,55-64 years,*,Male,Middle Age,1437
1960,55-64 years,*,Male,Middle Age,1438
1959,55-64 years,*,Male,Middle Age,1439
1958,55-64 years,*,Female,Middle Age,1440
1957,55-64 years,*,Female,Middle Age,1441
1956,55-64 years,*,Female,Middle Age,1442
1955,55-64 years,*,Female,Middle Age,1443
1954,55-64 years,*,Female,Middle Age,1444
1953,65-74 years,*,Male,Old,1445
1952,65-74 years,*,Male,Old,1446
1951,65-74 years,*,Male,Old,1447
1950,65-74 years,*,Male,Old,1448
1949,65-74 years,*,Male,Old,1449
1948,65-74 years,*,Female,Old,1450
1947,65-74 years,*,Female,Old,1451
1946,65-74 years,*,Female,Old,1452
1945,65-74 years,*,Female,Old,1453
1944,65-74 years,*,Female,Old,1454
1943,75-84 years,*,Male,Old,1455
1942,75-84 years,*,Male,Old,1456
1941,75-84 years,*,Male,Old,1457
1940,75-84 years,*,Male,Old,1458
1939,75-84 years,*,Male,Old,1459
1938,75-84 years,*,Female,Old,1460
1937,75-84 years,*,Female,Old,1461
1936,75-84 years,*,Female,Old,1462
1935,75-84 years,*,Female,Old,1463
1934,75-84 years,*,Female,Old,1464
1933,85 years and over,*,Male,Old,1465
1932,85 years and over,*,Male,Old,1466
1931,85 years and over,*,Male,Old,1467
1930,85 years and over,*,Male,Old,1468
1930,85 years and over,*,Female,Old,1469
1929,85 years and over,*,Female,Old,1470
1928,85 years and over,*,Female,Old,1471
*,*,Married(a),Male,Young,1472
*,*,Separated,Male,Young,1473
*,*,Divorced,Male,Young,1474
*,*,Widowed,Male,Young,1475
*,*,Never married,Male,Young,1476
*,*,Married(a),Female,Young,1477
*,*,Separated,Female,Young,1478
*,*,Divorced,Female,Young,1479
*,*,Widowed,Female,Young,1480
*,*,Never married,Female,Young,1481
*,*,Married(a),Male,Middle Age,1482
*,*,Separated,Male,Middle Age,1483
*,*,Divorced,Male,Middle Age,1484
*,*,Widowed,Male,Middle Age,1485
*,*,Never married,Male,Middle Age,1486
*,*,Married(a),Female,Middle Age,1487
*,*,Separated,Female,Middle Age,1488
*,*,Divorced,Female,Middle Age,1489
*,*,Widowed,Female,Middle Age,1490
*,*,Never married,Female,Middle Age,1491
*,*,Married(a),Male,Old,1492
*,*,Separated,Male,Old,1493
*,*,Divorced,Male,Old,1494
*,*,Widowed,Male,Old,1495
*,*,Never married,Male,Old,1496
*,*,Married(a),Female,Old,1497
*,*,Separated,Female,Old,1498
*,*,Divorced,Female,Old,1499
*,*,Widowed,Female,Old,1500
*,*,Never married,Female,Old,1501
2003,*,Married(a),Male,Young,1502
2003,*,Separated,Male,Young,1503
2002,*,Divorced,Male,Young,1504
2002,*,Widowed,Male,Young,1505
2001,*,Never married,Male,Young,1506
2001,*,Married(a),Female,Young,1507
2000,*,Separated,Female,Young,1508
2000,*,Divorced,Female,Young,1509
1999,*,Widowed,Female,Young,1510
1999,*,Never married,Female,Young,1511
1998,*,Married(a),Male,Young,1512
1998,*,Separated,Male,Young,1513
1997,*,Divorced,Male,Young,1514
1997,*,Widowed,Male,Young,1515
1996,*,Never married,Male,Young,1516
1996,*,Married(a),Female,Young,1517
1995,*,Separated,Female,Young,1518
1995,*,Divorced,Female,Young,1519
1994,*,Widowed,Female,Young,1520
1994,*,Never married,Female,Young,1521
1993,*,Married(a),Male,Young,1522
1992,*,Separated,Male,Young,1523
1991,*,Divorced,Male,Young,1524
1990,*,Widowed,Male,Young,1525
1989,*,Never married,Male,Young,1526
1988,*,Married(a),Female,Young,1527
1987,*,Separated,Female,Young,1528
1986,*,Divorced,Female,Young,1529
1985,*,Widowed,Female,Young,1530
1984,*,Never married,Female,Young,1531
1983,*,Married(a),Male,Middle Age,1532
1982,*,Separated,Male,Middle Age,1533
1981,*,Divorced,Male,Middle Age,1534
1980,*,Widowed,Male,Middle Age,1535
1979,*,Never married,Male,Middle Age,1536
1978,*,Married(a),Female,Middle Age,1537
1977,*,Separated,Female,Middle Age,1538
1976,*,Divorced,Female,Middle Age,1539
1975,*,Widowed,Female,Middle Age,1540
1974,*,Never married,Female,Middle Age,1541
1973,*,Married(a),Male,Middle Age,1542
1972,*,Separated,Male,Middle Age,1543
1971,*,Divorced,Male,Middle Age,1544
1970,*,Widowed,Male,Middle Age,1545
1969,*,Never married,Male,Middle Age,1546
1968,*,Married(a),Female,Middle Age,1547
1967,*,Separated,Female,Middle Age,1548
1966,*,Divorced,Female,Middle Age,1549
1965,*,Widowed,Female,Middle Age,1550
1964,*,Never married,Female,Middle Age,1551
1963,*,Married(a),Male,Middle Age,1552
1962,*,Separated,Male,Middle Age,1553
1961,*,Divorced,Male,Middle Age,1554
1960,*,Widowed,Male,Middle Age,1555
1959,*,Never married,Male,Middle Age,1556
1958,*,Married(a),Female,Middle Age,1557
1957,*,Separated,Female,Middle Age,1558
1956,*,Divorced,Female,Middle Age,1559
1955,*,Widowed,Female,Middle Age,1560
1954,*,Never married,Female,Middle Age,1561
1953,*,Married(a),Male,Old,1562
1952,*,Separated,Male,Old,1563
1951,*,Divorced,Male,Old,1564
1950,*,Widowed,Male,Old,1565
1949,*,Never married,Male,Old,1566
1948,*,Married(a),Female,Old,1567
1947,*,Separated,Female,Old,1568
1946,*,Divorced,Female,Old,1569
1945,*,Widowed,Female,Old,1570
1944,*,Never married,Female,Old,1571
1943,*,Married(a),Male,Old,1572
