date,county,state,sid
2021/2/12,Barnwell,South Carolina,45222
2021/2/12,Beaufort,South Carolina,45223
2021/2/12,Berkeley,South Carolina,45224
2021/2/12,Calhoun,South Carolina,45225
2021/2/12,Charleston,South Carolina,45226
2021/2/12,Cherokee,South Carolina,45227
2021/2/12,Chester,South Carolina,45228
2021/2/12,Chesterfield,South Carolina,45229
2021/2/12,Clarendon,South Carolina,45230
2021/2/12,Colleton,South Carolina,45231
2021/2/12,Darlington,South Carolina,45232
2021/2/12,Dillon,South Carolina,45233
2021/2/12,Dorchester,South Carolina,45234
2021/2/12,Edgefield,South Carolina,45235
2021/2/12,Fairfield,South Carolina,45236
2021/2/12,Florence,South Carolina,45237
2021/2/12,Georgetown,South Carolina,45238
2021/2/12,Greenville,South Carolina,45239
2021/2/12,Greenwood,South Carolina,45240
2021/2/12,Hampton,South Carolina,45241
2021/2/12,Horry,South Carolina,45242
2021/2/12,Jasper,South Carolina,45243
2021/2/12,Kershaw,South Carolina,45244
2021/2/12,Lancaster,South Carolina,45245
2021/2/12,Laurens,South Carolina,45246
2021/2/12,Lee,South Carolina,45247
2021/2/12,Lexington,South Carolina,45248
2021/2/12,Marion,South Carolina,45249
2021/2/12,Marlboro,South Carolina,45250
2021/2/12,McCormick,South Carolina,45251
2021/2/12,Newberry,South Carolina,45252
2021/2/12,Oconee,South Carolina,45253
2021/2/12,Orangeburg,South Carolina,45254
2021/2/12,Pickens,South Carolina,45255
2021/2/12,Richland,South Carolina,45256
2021/2/12,Saluda,South Carolina,45257
2021/2/12,Spartanburg,South Carolina,45258
2021/2/12,Sumter,South Carolina,45259
2021/2/12,Union,South Carolina,45260
2021/2/12,Williamsburg,South Carolina,45261
2021/2/12,York,South Carolina,45262
2021/2/12,Anderson,Tennessee,45263
2021/2/12,Bedford,Tennessee,45264
2021/2/12,Benton,Tennessee,45265
2021/2/12,Bledsoe,Tennessee,45266
2021/2/12,Blount,Tennessee,45267
2021/2/12,Bradley,Tennessee,45268
2021/2/12,Campbell,Tennessee,45269
2021/2/12,Cannon,Tennessee,45270
2021/2/12,Carroll,Tennessee,45271
2021/2/12,Carter,Tennessee,45272
2021/2/12,Cheatham,Tennessee,45273
2021/2/12,Chester,Tennessee,45274
2021/2/12,Claiborne,Tennessee,45275
2021/2/12,Clay,Tennessee,45276
2021/2/12,Cocke,Tennessee,45277
2021/2/12,Coffee,Tennessee,45278
2021/2/12,Crockett,Tennessee,45279
2021/2/12,Cumberland,Tennessee,45280
2021/2/12,Davidson,Tennessee,45281
2021/2/12,DeKalb,Tennessee,45282
2021/2/12,Decatur,Tennessee,45283
2021/2/12,Dickson,Tennessee,45284
2021/2/12,Dyer,Tennessee,45285
2021/2/12,Fayette,Tennessee,45286
2021/2/12,Fentress,Tennessee,45287
2021/2/12,Franklin,Tennessee,45288
2021/2/12,Gibson,Tennessee,45289
2021/2/12,Giles,Tennessee,45290
2021/2/12,Grainger,Tennessee,45291
2021/2/12,Greene,Tennessee,45292
2021/2/12,Grundy,Tennessee,45293
2021/2/12,Hamblen,Tennessee,45294
2021/2/12,Hamilton,Tennessee,45295
2021/2/12,Hancock,Tennessee,45296
2021/2/12,Hardeman,Tennessee,45297
2021/2/12,Hardin,Tennessee,45298
2021/2/12,Hawkins,Tennessee,45299
2021/2/12,Haywood,Tennessee,45300
2021/2/12,Henderson,Tennessee,45301
2021/2/12,Henry,Tennessee,45302
2021/2/12,Hickman,Tennessee,45303
2021/2/12,Houston,Tennessee,45304
2021/2/12,Humphreys,Tennessee,45305
2021/2/12,Jackson,Tennessee,45306
2021/2/12,Jefferson,Tennessee,45307
2021/2/12,Johnson,Tennessee,45308
2021/2/12,Knox,Tennessee,45309
2021/2/12,Lake,Tennessee,45310
2021/2/12,Lauderdale,Tennessee,45311
2021/2/12,Lawrence,Tennessee,45312
2021/2/12,Lewis,Tennessee,45313
2021/2/12,Lincoln,Tennessee,45314
2021/2/12,Loudon,Tennessee,45315
2021/2/12,Macon,Tennessee,45316
2021/2/12,Madison,Tennessee,45317
2021/2/12,Marion,Tennessee,45318
2021/2/12,Marshall,Tennessee,45319
2021/2/12,Maury,Tennessee,45320
2021/2/12,McMinn,Tennessee,45321
2021/2/12,McNairy,Tennessee,45322
2021/2/12,Meigs,Tennessee,45323
2021/2/12,Monroe,Tennessee,45324
2021/2/12,Montgomery,Tennessee,45325
2021/2/12,Moore,Tennessee,45326
2021/2/12,Morgan,Tennessee,45327
2021/2/12,Obion,Tennessee,45328
2021/2/12,Overton,Tennessee,45329
2021/2/12,Perry,Tennessee,45330
2021/2/12,Pickett,Tennessee,45331
2021/2/12,Polk,Tennessee,45332
2021/2/12,Putnam,Tennessee,45333
2021/2/12,Rhea,Tennessee,45334
2021/2/12,Roane,Tennessee,45335
2021/2/12,Robertson,Tennessee,45336
2021/2/12,Rutherford,Tennessee,45337
2021/2/12,Scott,Tennessee,45338
2021/2/12,Sequatchie,Tennessee,45339
2021/2/12,Sevier,Tennessee,45340
2021/2/12,Shelby,Tennessee,45341
2021/2/12,Smith,Tennessee,45342
2021/2/12,Stewart,Tennessee,45343
2021/2/12,Sullivan,Tennessee,45344
2021/2/12,Sumner,Tennessee,45345
2021/2/12,Tipton,Tennessee,45346
2021/2/12,Trousdale,Tennessee,45347
2021/2/12,Unicoi,Tennessee,45348
2021/2/12,Union,Tennessee,45349
2021/2/12,Unknown,Tennessee,45350
2021/2/12,Van Buren,Tennessee,45351
2021/2/12,Warren,Tennessee,45352
2021/2/12,Washington,Tennessee,45353
2021/2/12,Wayne,Tennessee,45354
2021/2/12,Weakley,Tennessee,45355
2021/2/12,White,Tennessee,45356
2021/2/12,Williamson,Tennessee,45357
2021/2/12,Wilson,Tennessee,45358
2021/2/12,Accomack,Virginia,45359
2021/2/12,Albemarle,Virginia,45360
2021/2/12,Alexandria city,Virginia,45361
2021/2/12,Alleghany,Virginia,45362
2021/2/12,Amelia,Virginia,45363
2021/2/12,Amherst,Virginia,45364
2021/2/12,Appomattox,Virginia,45365
2021/2/12,Arlington,Virginia,45366
2021/2/12,Augusta,Virginia,45367
2021/2/12,Bath,Virginia,45368
2021/2/12,Bedford,Virginia,45369
2021/2/12,Bland,Virginia,45370
2021/2/12,Botetourt,Virginia,45371
2021/2/12,Bristol city,Virginia,45372
2021/2/12,Brunswick,Virginia,45373
2021/2/12,Buchanan,Virginia,45374
2021/2/12,Buckingham,Virginia,45375
2021/2/12,Buena Vista city,Virginia,45376
2021/2/12,Campbell,Virginia,45377
2021/2/12,Caroline,Virginia,45378
2021/2/12,Carroll,Virginia,45379
2021/2/12,Charles City,Virginia,45380
2021/2/12,Charlotte,Virginia,45381
2021/2/12,Charlottesville city,Virginia,45382
2021/2/12,Chesapeake city,Virginia,45383
2021/2/12,Chesterfield,Virginia,45384
2021/2/12,Clarke,Virginia,45385
2021/2/12,Colonial Heights city,Virginia,45386
2021/2/12,Covington city,Virginia,45387
2021/2/12,Craig,Virginia,45388
2021/2/12,Culpeper,Virginia,45389
2021/2/12,Cumberland,Virginia,45390
2021/2/12,Danville city,Virginia,45391
2021/2/12,Dickenson,Virginia,45392
2021/2/12,Dinwiddie,Virginia,45393
2021/2/12,Emporia city,Virginia,45394
2021/2/12,Essex,Virginia,45395
2021/2/12,Fairfax,Virginia,45396
2021/2/12,Fairfax city,Virginia,45397
2021/2/12,Falls Church city,Virginia,45398
2021/2/12,Fauquier,Virginia,45399
2021/2/12,Floyd,Virginia,45400
2021/2/12,Fluvanna,Virginia,45401
2021/2/12,Franklin,Virginia,45402
2021/2/12,Franklin city,Virginia,45403
2021/2/12,Frederick,Virginia,45404
2021/2/12,Fredericksburg city,Virginia,45405
2021/2/12,Galax city,Virginia,45406
2021/2/12,Giles,Virginia,45407
2021/2/12,Gloucester,Virginia,45408
2021/2/12,Goochland,Virginia,45409
2021/2/12,Grayson,Virginia,45410
2021/2/12,Greene,Virginia,45411
2021/2/12,Greensville,Virginia,45412
2021/2/12,Halifax,Virginia,45413
2021/2/12,Hampton city,Virginia,45414
2021/2/12,Hanover,Virginia,45415
2021/2/12,Harrisonburg city,Virginia,45416
2021/2/12,Henrico,Virginia,45417
2021/2/12,Henry,Virginia,45418
2021/2/12,Highland,Virginia,45419
2021/2/12,Hopewell city,Virginia,45420
2021/2/12,Isle of Wight,Virginia,45421
2021/2/12,James City,Virginia,45422
2021/2/12,King George,Virginia,45423
2021/2/12,King William,Virginia,45424
2021/2/12,King and Queen,Virginia,45425
2021/2/12,Lancaster,Virginia,45426
2021/2/12,Lee,Virginia,45427
2021/2/12,Lexington city,Virginia,45428
2021/2/12,Loudoun,Virginia,45429
2021/2/12,Louisa,Virginia,45430
2021/2/12,Lunenburg,Virginia,45431
2021/2/12,Lynchburg city,Virginia,45432
2021/2/12,Madison,Virginia,45433
2021/2/12,Manassas Park city,Virginia,45434
2021/2/12,Manassas city,Virginia,45435
2021/2/12,Martinsville city,Virginia,45436
2021/2/12,Mathews,Virginia,45437
2021/2/12,Mecklenburg,Virginia,45438
2021/2/12,Middlesex,Virginia,45439
2021/2/12,Montgomery,Virginia,45440
2021/2/12,Nelson,Virginia,45441
2021/2/12,New Kent,Virginia,45442
2021/2/12,Newport News city,Virginia,45443
2021/2/12,Norfolk city,Virginia,45444
2021/2/12,Northampton,Virginia,45445
2021/2/12,Northumberland,Virginia,45446
2021/2/12,Norton city,Virginia,45447
2021/2/12,Nottoway,Virginia,45448
2021/2/12,Orange,Virginia,45449
2021/2/12,Page,Virginia,45450
2021/2/12,Patrick,Virginia,45451
2021/2/12,Petersburg city,Virginia,45452
2021/2/12,Pittsylvania,Virginia,45453
2021/2/12,Poquoson city,Virginia,45454
2021/2/12,Portsmouth city,Virginia,45455
2021/2/12,Powhatan,Virginia,45456
2021/2/12,Prince Edward,Virginia,45457
2021/2/12,Prince George,Virginia,45458
2021/2/12,Prince William,Virginia,45459
2021/2/12,Pulaski,Virginia,45460
2021/2/12,Radford city,Virginia,45461
2021/2/12,Rappahannock,Virginia,45462
2021/2/12,Richmond,Virginia,45463
2021/2/12,Richmond city,Virginia,45464
2021/2/12,Roanoke,Virginia,45465
2021/2/12,Roanoke city,Virginia,45466
2021/2/12,Rockbridge,Virginia,45467
2021/2/12,Rockingham,Virginia,45468
2021/2/12,Russell,Virginia,45469
2021/2/12,Salem city,Virginia,45470
2021/2/12,Scott,Virginia,45471
2021/2/12,Shenandoah,Virginia,45472
2021/2/12,Smyth,Virginia,45473
2021/2/12,Southampton,Virginia,45474
2021/2/12,Spotsylvania,Virginia,45475
2021/2/12,Stafford,Virginia,45476
2021/2/12,Staunton city,Virginia,45477
2021/2/12,Suffolk city,Virginia,45478
2021/2/12,Surry,Virginia,45479
2021/2/12,Sussex,Virginia,45480
2021/2/12,Tazewell,Virginia,45481
2021/2/12,Virginia Beach city,Virginia,45482
2021/2/12,Warren,Virginia,45483
2021/2/12,Washington,Virginia,45484
2021/2/12,Waynesboro city,Virginia,45485
2021/2/12,Westmoreland,Virginia,45486
2021/2/12,Williamsburg city,Virginia,45487
2021/2/12,Winchester city,Virginia,45488
2021/2/12,Wise,Virginia,45489
2021/2/12,Wythe,Virginia,45490
2021/2/12,York,Virginia,45491
2021/2/12,Barbour,West Virginia,45492
2021/2/12,Berkeley,West Virginia,45493
2021/2/12,Boone,West Virginia,45494
2021/2/12,Braxton,West Virginia,45495
2021/2/12,Brooke,West Virginia,45496
2021/2/12,Cabell,West Virginia,45497
2021/2/12,Calhoun,West Virginia,45498
2021/2/12,Clay,West Virginia,45499
2021/2/12,Doddridge,West Virginia,45500
2021/2/12,Fayette,West Virginia,45501
2021/2/12,Gilmer,West Virginia,45502
2021/2/12,Grant,West Virginia,45503
2021/2/12,Greenbrier,West Virginia,45504
2021/2/12,Hampshire,West Virginia,45505
2021/2/12,Hancock,West Virginia,45506
2021/2/12,Hardy,West Virginia,45507
2021/2/12,Harrison,West Virginia,45508
2021/2/12,Jackson,West Virginia,45509
2021/2/12,Jefferson,West Virginia,45510
2021/2/12,Kanawha,West Virginia,45511
2021/2/12,Lewis,West Virginia,45512
2021/2/12,Lincoln,West Virginia,45513
2021/2/12,Logan,West Virginia,45514
2021/2/12,Marion,West Virginia,45515
2021/2/12,Marshall,West Virginia,45516
2021/2/12,Mason,West Virginia,45517
2021/2/12,McDowell,West Virginia,45518
2021/2/12,Mercer,West Virginia,45519
2021/2/12,Mineral,West Virginia,45520
2021/2/12,Mingo,West Virginia,45521
2021/2/12,Monongalia,West Virginia,45522
2021/2/12,Monroe,West Virginia,45523
2021/2/12,Morgan,West Virginia,45524
2021/2/12,Nicholas,West Virginia,45525
2021/2/12,Ohio,West Virginia,45526
2021/2/12,Pendleton,West Virginia,45527
2021/2/12,Pleasants,West Virginia,45528
2021/2/12,Pocahontas,West Virginia,45529
2021/2/12,Preston,West Virginia,45530
2021/2/12,Putnam,West Virginia,45531
2021/2/12,Raleigh,West Virginia,45532
2021/2/12,Randolph,West Virginia,45533
2021/2/12,Ritchie,West Virginia,45534
2021/2/12,Roane,West Virginia,45535
2021/2/12,Summers,West Virginia,45536
2021/2/12,Taylor,West Virginia,45537
2021/2/12,Tucker,West Virginia,45538
2021/2/12,Tyler,West Virginia,45539
2021/2/12,Upshur,West Virginia,45540
2021/2/12,Wayne,West Virginia,45541
2021/2/12,Webster,West Virginia,45542
2021/2/12,Wetzel,West Virginia,45543
2021/2/12,Wirt,West Virginia,45544
2021/2/12,Wood,West Virginia,45545
2021/2/12,Wyoming,West Virginia,45546
2021/2/13,Autauga,Alabama,45547
2021/2/13,Baldwin,Alabama,45548
2021/2/13,Barbour,Alabama,45549
2021/2/13,Bibb,Alabama,45550
2021/2/13,Blount,Alabama,45551
2021/2/13,Bullock,Alabama,45552
2021/2/13,Butler,Alabama,45553
2021/2/13,Calhoun,Alabama,45554
2021/2/13,Chambers,Alabama,45555
2021/2/13,Cherokee,Alabama,45556
2021/2/13,Chilton,Alabama,45557
2021/2/13,Choctaw,Alabama,45558
2021/2/13,Clarke,Alabama,45559
2021/2/13,Clay,Alabama,45560
2021/2/13,Cleburne,Alabama,45561
2021/2/13,Coffee,Alabama,45562
2021/2/13,Colbert,Alabama,45563
2021/2/13,Conecuh,Alabama,45564
2021/2/13,Coosa,Alabama,45565
2021/2/13,Covington,Alabama,45566
2021/2/13,Crenshaw,Alabama,45567
2021/2/13,Cullman,Alabama,45568
2021/2/13,Dale,Alabama,45569
2021/2/13,Dallas,Alabama,45570
2021/2/13,DeKalb,Alabama,45571
2021/2/13,Elmore,Alabama,45572
2021/2/13,Escambia,Alabama,45573
2021/2/13,Etowah,Alabama,45574
2021/2/13,Fayette,Alabama,45575
2021/2/13,Franklin,Alabama,45576
2021/2/13,Geneva,Alabama,45577
2021/2/13,Greene,Alabama,45578
2021/2/13,Hale,Alabama,45579
2021/2/13,Henry,Alabama,45580
2021/2/13,Houston,Alabama,45581
2021/2/13,Jackson,Alabama,45582
2021/2/13,Jefferson,Alabama,45583
2021/2/13,Lamar,Alabama,45584
2021/2/13,Lauderdale,Alabama,45585
2021/2/13,Lawrence,Alabama,45586
2021/2/13,Lee,Alabama,45587
2021/2/13,Limestone,Alabama,45588
2021/2/13,Lowndes,Alabama,45589
2021/2/13,Macon,Alabama,45590
2021/2/13,Madison,Alabama,45591
2021/2/13,Marengo,Alabama,45592
2021/2/13,Marion,Alabama,45593
2021/2/13,Marshall,Alabama,45594
2021/2/13,Mobile,Alabama,45595
2021/2/13,Monroe,Alabama,45596
2021/2/13,Montgomery,Alabama,45597
2021/2/13,Morgan,Alabama,45598
2021/2/13,Perry,Alabama,45599
2021/2/13,Pickens,Alabama,45600
2021/2/13,Pike,Alabama,45601
2021/2/13,Randolph,Alabama,45602
2021/2/13,Russell,Alabama,45603
2021/2/13,Shelby,Alabama,45604
2021/2/13,St. Clair,Alabama,45605
2021/2/13,Sumter,Alabama,45606
2021/2/13,Talladega,Alabama,45607
2021/2/13,Tallapoosa,Alabama,45608
2021/2/13,Tuscaloosa,Alabama,45609
2021/2/13,Walker,Alabama,45610
2021/2/13,Washington,Alabama,45611
2021/2/13,Wilcox,Alabama,45612
2021/2/13,Winston,Alabama,45613
2021/2/13,Kent,Delaware,45614
2021/2/13,New Castle,Delaware,45615
2021/2/13,Sussex,Delaware,45616
2021/2/13,Unknown,Delaware,45617
2021/2/13,Alachua,Florida,45618
2021/2/13,Baker,Florida,45619
2021/2/13,Bay,Florida,45620
2021/2/13,Bradford,Florida,45621
2021/2/13,Brevard,Florida,45622
2021/2/13,Broward,Florida,45623
2021/2/13,Calhoun,Florida,45624
2021/2/13,Charlotte,Florida,45625
2021/2/13,Citrus,Florida,45626
2021/2/13,Clay,Florida,45627
2021/2/13,Collier,Florida,45628
2021/2/13,Columbia,Florida,45629
2021/2/13,DeSoto,Florida,45630
2021/2/13,Dixie,Florida,45631
2021/2/13,Duval,Florida,45632
2021/2/13,Escambia,Florida,45633
2021/2/13,Flagler,Florida,45634
2021/2/13,Franklin,Florida,45635
2021/2/13,Gadsden,Florida,45636
2021/2/13,Gilchrist,Florida,45637
2021/2/13,Glades,Florida,45638
2021/2/13,Gulf,Florida,45639
2021/2/13,Hamilton,Florida,45640
2021/2/13,Hardee,Florida,45641
2021/2/13,Hendry,Florida,45642
2021/2/13,Hernando,Florida,45643
2021/2/13,Highlands,Florida,45644
2021/2/13,Hillsborough,Florida,45645
2021/2/13,Holmes,Florida,45646
2021/2/13,Indian River,Florida,45647
2021/2/13,Jackson,Florida,45648
2021/2/13,Jefferson,Florida,45649
2021/2/13,Lafayette,Florida,45650
2021/2/13,Lake,Florida,45651
2021/2/13,Lee,Florida,45652
2021/2/13,Leon,Florida,45653
2021/2/13,Levy,Florida,45654
2021/2/13,Liberty,Florida,45655
2021/2/13,Madison,Florida,45656
2021/2/13,Manatee,Florida,45657
2021/2/13,Marion,Florida,45658
2021/2/13,Martin,Florida,45659
2021/2/13,Miami-Dade,Florida,45660
2021/2/13,Monroe,Florida,45661
2021/2/13,Nassau,Florida,45662
2021/2/13,Okaloosa,Florida,45663
2021/2/13,Okeechobee,Florida,45664
2021/2/13,Orange,Florida,45665
2021/2/13,Osceola,Florida,45666
2021/2/13,Palm Beach,Florida,45667
2021/2/13,Pasco,Florida,45668
2021/2/13,Pinellas,Florida,45669
2021/2/13,Polk,Florida,45670
2021/2/13,Putnam,Florida,45671
2021/2/13,Santa Rosa,Florida,45672
2021/2/13,Sarasota,Florida,45673
2021/2/13,Seminole,Florida,45674
2021/2/13,St. Johns,Florida,45675
2021/2/13,St. Lucie,Florida,45676
2021/2/13,Sumter,Florida,45677
2021/2/13,Suwannee,Florida,45678
2021/2/13,Taylor,Florida,45679
2021/2/13,Union,Florida,45680
2021/2/13,Unknown,Florida,45681
2021/2/13,Volusia,Florida,45682
2021/2/13,Wakulla,Florida,45683
2021/2/13,Walton,Florida,45684
2021/2/13,Washington,Florida,45685
2021/2/13,Appling,Georgia,45686
2021/2/13,Atkinson,Georgia,45687
2021/2/13,Bacon,Georgia,45688
2021/2/13,Baker,Georgia,45689
2021/2/13,Baldwin,Georgia,45690
2021/2/13,Banks,Georgia,45691
2021/2/13,Barrow,Georgia,45692
2021/2/13,Bartow,Georgia,45693
2021/2/13,Ben Hill,Georgia,45694
2021/2/13,Berrien,Georgia,45695
2021/2/13,Bibb,Georgia,45696
2021/2/13,Bleckley,Georgia,45697
2021/2/13,Brantley,Georgia,45698
2021/2/13,Brooks,Georgia,45699
2021/2/13,Bryan,Georgia,45700
2021/2/13,Bulloch,Georgia,45701
2021/2/13,Burke,Georgia,45702
2021/2/13,Butts,Georgia,45703
2021/2/13,Calhoun,Georgia,45704
2021/2/13,Camden,Georgia,45705
2021/2/13,Candler,Georgia,45706
2021/2/13,Carroll,Georgia,45707
2021/2/13,Catoosa,Georgia,45708
2021/2/13,Charlton,Georgia,45709
2021/2/13,Chatham,Georgia,45710
2021/2/13,Chattahoochee,Georgia,45711
2021/2/13,Chattooga,Georgia,45712
2021/2/13,Cherokee,Georgia,45713
2021/2/13,Clarke,Georgia,45714
2021/2/13,Clay,Georgia,45715
2021/2/13,Clayton,Georgia,45716
2021/2/13,Clinch,Georgia,45717
2021/2/13,Cobb,Georgia,45718
2021/2/13,Coffee,Georgia,45719
2021/2/13,Colquitt,Georgia,45720
2021/2/13,Columbia,Georgia,45721
2021/2/13,Cook,Georgia,45722
2021/2/13,Coweta,Georgia,45723
2021/2/13,Crawford,Georgia,45724
2021/2/13,Crisp,Georgia,45725
2021/2/13,Dade,Georgia,45726
2021/2/13,Dawson,Georgia,45727
2021/2/13,DeKalb,Georgia,45728
2021/2/13,Decatur,Georgia,45729
2021/2/13,Dodge,Georgia,45730
2021/2/13,Dooly,Georgia,45731
2021/2/13,Dougherty,Georgia,45732
2021/2/13,Douglas,Georgia,45733
2021/2/13,Early,Georgia,45734
2021/2/13,Echols,Georgia,45735
2021/2/13,Effingham,Georgia,45736
2021/2/13,Elbert,Georgia,45737
2021/2/13,Emanuel,Georgia,45738
2021/2/13,Evans,Georgia,45739
2021/2/13,Fannin,Georgia,45740
2021/2/13,Fayette,Georgia,45741
2021/2/13,Floyd,Georgia,45742
2021/2/13,Forsyth,Georgia,45743
2021/2/13,Franklin,Georgia,45744
2021/2/13,Fulton,Georgia,45745
2021/2/13,Gilmer,Georgia,45746
2021/2/13,Glascock,Georgia,45747
2021/2/13,Glynn,Georgia,45748
2021/2/13,Gordon,Georgia,45749
2021/2/13,Grady,Georgia,45750
2021/2/13,Greene,Georgia,45751
2021/2/13,Gwinnett,Georgia,45752
2021/2/13,Habersham,Georgia,45753
2021/2/13,Hall,Georgia,45754
2021/2/13,Hancock,Georgia,45755
2021/2/13,Haralson,Georgia,45756
2021/2/13,Harris,Georgia,45757
2021/2/13,Hart,Georgia,45758
2021/2/13,Heard,Georgia,45759
2021/2/13,Henry,Georgia,45760
2021/2/13,Houston,Georgia,45761
2021/2/13,Irwin,Georgia,45762
2021/2/13,Jackson,Georgia,45763
2021/2/13,Jasper,Georgia,45764
2021/2/13,Jeff Davis,Georgia,45765
2021/2/13,Jefferson,Georgia,45766
2021/2/13,Jenkins,Georgia,45767
2021/2/13,Johnson,Georgia,45768
2021/2/13,Jones,Georgia,45769
2021/2/13,Lamar,Georgia,45770
2021/2/13,Lanier,Georgia,45771
2021/2/13,Laurens,Georgia,45772
2021/2/13,Lee,Georgia,45773
2021/2/13,Liberty,Georgia,45774
2021/2/13,Lincoln,Georgia,45775
2021/2/13,Long,Georgia,45776
2021/2/13,Lowndes,Georgia,45777
2021/2/13,Lumpkin,Georgia,45778
2021/2/13,Macon,Georgia,45779
2021/2/13,Madison,Georgia,45780
2021/2/13,Marion,Georgia,45781
2021/2/13,McDuffie,Georgia,45782
2021/2/13,McIntosh,Georgia,45783
2021/2/13,Meriwether,Georgia,45784
2021/2/13,Miller,Georgia,45785
2021/2/13,Mitchell,Georgia,45786
2021/2/13,Monroe,Georgia,45787
2021/2/13,Montgomery,Georgia,45788
2021/2/13,Morgan,Georgia,45789
2021/2/13,Murray,Georgia,45790
2021/2/13,Muscogee,Georgia,45791
2021/2/13,Newton,Georgia,45792
2021/2/13,Oconee,Georgia,45793
2021/2/13,Oglethorpe,Georgia,45794
2021/2/13,Paulding,Georgia,45795
2021/2/13,Peach,Georgia,45796
2021/2/13,Pickens,Georgia,45797
2021/2/13,Pierce,Georgia,45798
2021/2/13,Pike,Georgia,45799
2021/2/13,Polk,Georgia,45800
2021/2/13,Pulaski,Georgia,45801
2021/2/13,Putnam,Georgia,45802
2021/2/13,Quitman,Georgia,45803
2021/2/13,Rabun,Georgia,45804
2021/2/13,Randolph,Georgia,45805
2021/2/13,Richmond,Georgia,45806
2021/2/13,Rockdale,Georgia,45807
2021/2/13,Schley,Georgia,45808
2021/2/13,Screven,Georgia,45809
2021/2/13,Seminole,Georgia,45810
2021/2/13,Spalding,Georgia,45811
2021/2/13,Stephens,Georgia,45812
2021/2/13,Stewart,Georgia,45813
2021/2/13,Sumter,Georgia,45814
2021/2/13,Talbot,Georgia,45815
2021/2/13,Taliaferro,Georgia,45816
2021/2/13,Tattnall,Georgia,45817
2021/2/13,Taylor,Georgia,45818
2021/2/13,Telfair,Georgia,45819
2021/2/13,Terrell,Georgia,45820
2021/2/13,Thomas,Georgia,45821
2021/2/13,Tift,Georgia,45822
2021/2/13,Toombs,Georgia,45823
2021/2/13,Towns,Georgia,45824
2021/2/13,Treutlen,Georgia,45825
2021/2/13,Troup,Georgia,45826
2021/2/13,Turner,Georgia,45827
2021/2/13,Twiggs,Georgia,45828
2021/2/13,Union,Georgia,45829
2021/2/13,Unknown,Georgia,45830
2021/2/13,Upson,Georgia,45831
2021/2/13,Walker,Georgia,45832
2021/2/13,Walton,Georgia,45833
2021/2/13,Ware,Georgia,45834
2021/2/13,Warren,Georgia,45835
2021/2/13,Washington,Georgia,45836
2021/2/13,Wayne,Georgia,45837
2021/2/13,Webster,Georgia,45838
2021/2/13,Wheeler,Georgia,45839
2021/2/13,White,Georgia,45840
2021/2/13,Whitfield,Georgia,45841
2021/2/13,Wilcox,Georgia,45842
2021/2/13,Wilkes,Georgia,45843
2021/2/13,Wilkinson,Georgia,45844
2021/2/13,Worth,Georgia,45845
2021/2/13,Adair,Kentucky,45846
2021/2/13,Allen,Kentucky,45847
2021/2/13,Anderson,Kentucky,45848
2021/2/13,Ballard,Kentucky,45849
2021/2/13,Barren,Kentucky,45850
2021/2/13,Bath,Kentucky,45851
2021/2/13,Bell,Kentucky,45852
2021/2/13,Boone,Kentucky,45853
2021/2/13,Bourbon,Kentucky,45854
2021/2/13,Boyd,Kentucky,45855
2021/2/13,Boyle,Kentucky,45856
2021/2/13,Bracken,Kentucky,45857
2021/2/13,Breathitt,Kentucky,45858
2021/2/13,Breckinridge,Kentucky,45859
2021/2/13,Bullitt,Kentucky,45860
2021/2/13,Butler,Kentucky,45861
2021/2/13,Caldwell,Kentucky,45862
2021/2/13,Calloway,Kentucky,45863
2021/2/13,Campbell,Kentucky,45864
2021/2/13,Carlisle,Kentucky,45865
2021/2/13,Carroll,Kentucky,45866
2021/2/13,Carter,Kentucky,45867
2021/2/13,Casey,Kentucky,45868
2021/2/13,Christian,Kentucky,45869
2021/2/13,Clark,Kentucky,45870
2021/2/13,Clay,Kentucky,45871
2021/2/13,Clinton,Kentucky,45872
2021/2/13,Crittenden,Kentucky,45873
2021/2/13,Cumberland,Kentucky,45874
2021/2/13,Daviess,Kentucky,45875
2021/2/13,Edmonson,Kentucky,45876
2021/2/13,Elliott,Kentucky,45877
2021/2/13,Estill,Kentucky,45878
2021/2/13,Fayette,Kentucky,45879
2021/2/13,Fleming,Kentucky,45880
2021/2/13,Floyd,Kentucky,45881
2021/2/13,Franklin,Kentucky,45882
2021/2/13,Fulton,Kentucky,45883
2021/2/13,Gallatin,Kentucky,45884
2021/2/13,Garrard,Kentucky,45885
2021/2/13,Grant,Kentucky,45886
2021/2/13,Graves,Kentucky,45887
2021/2/13,Grayson,Kentucky,45888
2021/2/13,Green,Kentucky,45889
2021/2/13,Greenup,Kentucky,45890
2021/2/13,Hancock,Kentucky,45891
2021/2/13,Hardin,Kentucky,45892
2021/2/13,Harlan,Kentucky,45893
2021/2/13,Harrison,Kentucky,45894
2021/2/13,Hart,Kentucky,45895
2021/2/13,Henderson,Kentucky,45896
2021/2/13,Henry,Kentucky,45897
2021/2/13,Hickman,Kentucky,45898
2021/2/13,Hopkins,Kentucky,45899
2021/2/13,Jackson,Kentucky,45900
2021/2/13,Jefferson,Kentucky,45901
2021/2/13,Jessamine,Kentucky,45902
2021/2/13,Johnson,Kentucky,45903
2021/2/13,Kenton,Kentucky,45904
2021/2/13,Knott,Kentucky,45905
